zuerich.	900	in	soa	ns0.centralnic.net. hostmaster.centralnic.net. 2019106004 900 1800 6048000 3600
rwa.zuerich.	3600	in	ns	ns3.hostpoint.ch.
s3e9q6c5u707a1c4chtd9hd5gstnvnls.zuerich.	900	in	nsec3	1 1 0 - S8VDDBH3KJENNRSB0RQDN2ROSFJB8GJ5 NS DS RRSIG
s3e9q6c5u707a1c4chtd9hd5gstnvnls.zuerich.	900	in	rrsig	NSEC3 8 2 900 20240926133722 20240827120722 52075 zuerich. n4HCYh6N2ix/3dXslI6R2I0Cha9ReiJOGkkxjX87rHSaTPBCb073xSvghajO32cvuH3kP6P3IiOd2jNKK2QK72G34wxafnTiBGkTc1CpGzaHLqU1yk6b09p0rfF0+qH7spivlBE2pk6b+4MaanQk0nY1wbLzPaa5ZPvbWo9bGjM=
s8vddbh3kjennrsb0rqdn2rosfjb8gj5.zuerich.	900	in	nsec3	1 1 0 - SA56S25142EQ3IRSJIUCM6AFILR7VC8S NS DS RRSIG
s8vddbh3kjennrsb0rqdn2rosfjb8gj5.zuerich.	900	in	rrsig	NSEC3 8 2 900 20240926133722 20240827120722 52075 zuerich. YbfNAHylMUR9qa6Vq4s3lGDGbp+/SBK/cHGuZiXhB2/RL2C2QPr1ukC+xX1uI1ydaE9L+Uhtg+HfQk384VDkSd5FgOV/Smbf74wcECO8pRnkrqFGJ7XvTxk1r+CMrGzD7o0NVbk0biMiCxua/7eQasYzxBWaGv1V8qkkndw9odo=
sa56s25142eq3irsjiucm6afilr7vc8s.zuerich.	900	in	nsec3	1 1 0 - SJ43N24BIBJBIB99O13I9IO55EMU1KIM NS DS RRSIG
sa56s25142eq3irsjiucm6afilr7vc8s.zuerich.	900	in	rrsig	NSEC3 8 2 900 20240926133722 20240827120722 52075 zuerich. lPz15bLnF0BW6YRv6T91sKYnjEGetW7xGpVTUnMdLLE6jK+gs8cXkVeg24JDO70xsjKGVKL+1Vc19Usvd+a1WbfXA8MOLVRM+OsUXabDPNpWFv0iXuTc0RXAJllSi+K8sir0/4Vmrg7+s366O99hMz9d1DWb16xf869fKCnHzhU=
sae.zuerich.	3600	in	ns	ch.pro.io.
sae.zuerich.	3600	in	ns	nl.pro.io.
sae.zuerich.	3600	in	ns	p.dnh.net.
safe.zuerich.	3600	in	ns	ns.hostpoint.ch.
safe.zuerich.	3600	in	ns	ns2.hostpoint.ch.
safe.zuerich.	3600	in	ns	ns3.hostpoint.ch.
saint-jacques.zuerich.	3600	in	ns	ns.hostpoint.ch.
saint-jacques.zuerich.	3600	in	ns	ns2.hostpoint.ch.
saint-jacques.zuerich.	3600	in	ns	ns3.hostpoint.ch.
sanitaer.zuerich.	3600	in	ns	ns.hostpoint.ch.
sanitaer.zuerich.	3600	in	ns	ns2.hostpoint.ch.
sanitaer.zuerich.	3600	in	ns	ns3.hostpoint.ch.
schadenexperte.zuerich.	3600	in	ns	ns.hostpoint.ch.
schadenexperte.zuerich.	3600	in	ns	ns2.hostpoint.ch.
schadenexperte.zuerich.	3600	in	ns	ns3.hostpoint.ch.
schaetzung-hev.zuerich.	3600	in	ns	ns1223.ispapi.net.
schaetzung-hev.zuerich.	3600	in	ns	ns2179.ispapi.net.
schaetzung-hev.zuerich.	3600	in	ns	ns3183.ispapi.net.
schaub.zuerich.	3600	in	ns	ns.hostpoint.ch.
schaub.zuerich.	3600	in	ns	ns2.hostpoint.ch.
schaub.zuerich.	3600	in	ns	ns3.hostpoint.ch.
scheidungsanwalt.zuerich.	3600	in	ns	ns1.hoststar.hosting.
scheidungsanwalt.zuerich.	3600	in	ns	ns2.hoststar.hosting.
schillinger.zuerich.	3600	in	ds	15771 13 2 0D61E33835DC6DA8A47EA34B67976C44C30B11B07FF0C3750E8722E5D5C54DD5
schillinger.zuerich.	3600	in	ns	ns41.infomaniak.com.
schillinger.zuerich.	3600	in	ns	ns42.infomaniak.com.
schillinger.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. D+GnTalgiOoqtbm9FdXJF9PQVB4v6ovaKbQAt+RY4D+Os/y+ovXpD0lOFB4YzFNxKMz/1vUBccGCi1rZ5JgiwhWENsQyROUhi2l6vKvEH8X9ovapw5mrq5uQLOSnAngTwlm/Z9quAwcnc3AFwFQ3P6BvedVNfUHwYUon/VnU9h8=
schimmel.zuerich.	3600	in	ns	ns1.nhost.ch.
schimmel.zuerich.	3600	in	ns	ns2.nhost.ch.
schlagzeug.zuerich.	3600	in	ns	ns.hostpoint.ch.
schlagzeug.zuerich.	3600	in	ns	ns2.hostpoint.ch.
schlagzeug.zuerich.	3600	in	ns	ns3.hostpoint.ch.
schluessel-gosteli.zuerich.	3600	in	ns	ns1.hosttech.ch.
schluessel-gosteli.zuerich.	3600	in	ns	ns2.hosttech.ch.
schluessel-gosteli.zuerich.	3600	in	ns	ns3.hosttech.ch.
schmid.zuerich.	3600	in	ns	ns.hostpoint.ch.
schmid.zuerich.	3600	in	ns	ns2.hostpoint.ch.
schmid.zuerich.	3600	in	ns	ns3.hostpoint.ch.
schmuck-markt.zuerich.	3600	in	ns	ns1223.ispapi.net.
schmuck-markt.zuerich.	3600	in	ns	ns2179.ispapi.net.
schmuck-markt.zuerich.	3600	in	ns	ns3183.ispapi.net.
schmuck.zuerich.	3600	in	ns	ns.hostpoint.ch.
schmuck.zuerich.	3600	in	ns	ns2.hostpoint.ch.
schmuck.zuerich.	3600	in	ns	ns3.hostpoint.ch.
schneller-pc.zuerich.	3600	in	ns	ns.hostpoint.ch.
schneller-pc.zuerich.	3600	in	ns	ns2.hostpoint.ch.
schneller-pc.zuerich.	3600	in	ns	ns3.hostpoint.ch.
schnurrli.zuerich.	3600	in	ns	ns.hostpoint.ch.
schnurrli.zuerich.	3600	in	ns	ns2.hostpoint.ch.
schnurrli.zuerich.	3600	in	ns	ns3.hostpoint.ch.
schoch.zuerich.	3600	in	ns	ns.hostpoint.ch.
schoch.zuerich.	3600	in	ns	ns2.hostpoint.ch.
schoch.zuerich.	3600	in	ns	ns3.hostpoint.ch.
schoch1882.zuerich.	3600	in	ns	ns.hostpoint.ch.
schoch1882.zuerich.	3600	in	ns	ns2.hostpoint.ch.
schoch1882.zuerich.	3600	in	ns	ns3.hostpoint.ch.
schreinerei.zuerich.	3600	in	ns	ns.hostpoint.ch.
schreinerei.zuerich.	3600	in	ns	ns2.hostpoint.ch.
schreinerei.zuerich.	3600	in	ns	ns3.hostpoint.ch.
schuldenhilfe.zuerich.	3600	in	ns	a.ns14.net.
schuldenhilfe.zuerich.	3600	in	ns	b.ns14.net.
schuldenhilfe.zuerich.	3600	in	ns	c.ns14.net.
schuldenhilfe.zuerich.	3600	in	ns	d.ns14.net.
schuldensanierung.zuerich.	3600	in	ns	a.ns14.net.
schuldensanierung.zuerich.	3600	in	ns	b.ns14.net.
schuldensanierung.zuerich.	3600	in	ns	c.ns14.net.
schuldensanierung.zuerich.	3600	in	ns	d.ns14.net.
schulen-stadt.zuerich.	3600	in	ns	ns1.parking.amenic.ch.
schulen-stadt.zuerich.	3600	in	ns	ns2.parking.amenic.ch.
schulen.zuerich.	3600	in	ns	ns1.brandshelter.com.
schulen.zuerich.	3600	in	ns	ns2.brandshelter.de.
schulen.zuerich.	3600	in	ns	ns3.brandshelter.info.
schulen.zuerich.	3600	in	ns	ns4.brandshelter.net.
schulen.zuerich.	3600	in	ns	ns5.brandshelter.us.
schulezollikon.zuerich.	3600	in	ns	ns1223.ispapi.net.
schulezollikon.zuerich.	3600	in	ns	ns2179.ispapi.net.
schulezollikon.zuerich.	3600	in	ns	ns3183.ispapi.net.
schulsport.zuerich.	3600	in	ns	ns1223.ispapi.net.
schulsport.zuerich.	3600	in	ns	ns2179.ispapi.net.
schulsport.zuerich.	3600	in	ns	ns3183.ispapi.net.
schulsupport.zuerich.	3600	in	ns	ns.hostpoint.ch.
schulsupport.zuerich.	3600	in	ns	ns2.hostpoint.ch.
schulsupport.zuerich.	3600	in	ns	ns3.hostpoint.ch.
schutzraum.zuerich.	3600	in	ns	ns.hostpoint.ch.
schutzraum.zuerich.	3600	in	ns	ns2.hostpoint.ch.
schutzraum.zuerich.	3600	in	ns	ns3.hostpoint.ch.
schutzraumtechnik.zuerich.	3600	in	ns	ns.hostpoint.ch.
schutzraumtechnik.zuerich.	3600	in	ns	ns2.hostpoint.ch.
schutzraumtechnik.zuerich.	3600	in	ns	ns3.hostpoint.ch.
sdds.zuerich.	3600	in	ns	ns.hostpoint.ch.
sdds.zuerich.	3600	in	ns	ns2.hostpoint.ch.
sdds.zuerich.	3600	in	ns	ns3.hostpoint.ch.
sea.zuerich.	3600	in	ns	ns.hostpoint.ch.
sea.zuerich.	3600	in	ns	ns2.hostpoint.ch.
sea.zuerich.	3600	in	ns	ns3.hostpoint.ch.
search.zuerich.	3600	in	ns	ns.hostpoint.ch.
search.zuerich.	3600	in	ns	ns2.hostpoint.ch.
search.zuerich.	3600	in	ns	ns3.hostpoint.ch.
sec.zuerich.	3600	in	ns	ch.pro.io.
sec.zuerich.	3600	in	ns	nl.pro.io.
sec.zuerich.	3600	in	ns	p.dnh.net.
security.zuerich.	3600	in	ns	ns.hostpoint.ch.
security.zuerich.	3600	in	ns	ns2.hostpoint.ch.
security.zuerich.	3600	in	ns	ns3.hostpoint.ch.
seebadenge.zuerich.	3600	in	ns	ns.hostpoint.ch.
seebadenge.zuerich.	3600	in	ns	ns2.hostpoint.ch.
seebadenge.zuerich.	3600	in	ns	ns3.hostpoint.ch.
seepolizei.zuerich.	3600	in	ns	ns.hostpoint.ch.
seepolizei.zuerich.	3600	in	ns	ns2.hostpoint.ch.
seepolizei.zuerich.	3600	in	ns	ns3.hostpoint.ch.
segeln.zuerich.	3600	in	ns	ns.hostpoint.ch.
segeln.zuerich.	3600	in	ns	ns2.hostpoint.ch.
segeln.zuerich.	3600	in	ns	ns3.hostpoint.ch.
segelschule.zuerich.	3600	in	ns	ns.hostpoint.ch.
segelschule.zuerich.	3600	in	ns	ns2.hostpoint.ch.
segelschule.zuerich.	3600	in	ns	ns3.hostpoint.ch.
selbstverteidigung.zuerich.	3600	in	ns	a.ns14.net.
selbstverteidigung.zuerich.	3600	in	ns	b.ns14.net.
selbstverteidigung.zuerich.	3600	in	ns	c.ns14.net.
selbstverteidigung.zuerich.	3600	in	ns	d.ns14.net.
seminar.zuerich.	3600	in	ns	ns.hostpoint.ch.
seminar.zuerich.	3600	in	ns	ns2.hostpoint.ch.
seminar.zuerich.	3600	in	ns	ns3.hostpoint.ch.
senf.zuerich.	3600	in	ns	ns.hostpoint.ch.
senf.zuerich.	3600	in	ns	ns2.hostpoint.ch.
senf.zuerich.	3600	in	ns	ns3.hostpoint.ch.
senfmuehle.zuerich.	3600	in	ns	ns.hostpoint.ch.
senfmuehle.zuerich.	3600	in	ns	ns2.hostpoint.ch.
senfmuehle.zuerich.	3600	in	ns	ns3.hostpoint.ch.
seo.zuerich.	3600	in	ns	ns1.inn.sui-inter.net.
seo.zuerich.	3600	in	ns	ns2.inn.sui-inter.net.
serbischeweinmesse.zuerich.	3600	in	ns	ns.hostpoint.ch.
serbischeweinmesse.zuerich.	3600	in	ns	ns2.hostpoint.ch.
serbischeweinmesse.zuerich.	3600	in	ns	ns3.hostpoint.ch.
servertown.zuerich.	3600	in	ns	ns1.hosttech.ch.
servertown.zuerich.	3600	in	ns	ns2.hosttech.ch.
service-techniker.zuerich.	3600	in	ns	ns1.ezbase.net.
service-techniker.zuerich.	3600	in	ns	ns2.ezbase.net.
servicekurs.zuerich.	3600	in	ns	ns.hostpoint.ch.
servicekurs.zuerich.	3600	in	ns	ns2.hostpoint.ch.
servicekurs.zuerich.	3600	in	ns	ns3.hostpoint.ch.
servicemonteur.zuerich.	3600	in	ns	ns.hostpoint.ch.
servicemonteur.zuerich.	3600	in	ns	ns2.hostpoint.ch.
servicemonteur.zuerich.	3600	in	ns	ns3.hostpoint.ch.
servus.zuerich.	3600	in	ns	ns.hostpoint.ch.
servus.zuerich.	3600	in	ns	ns2.hostpoint.ch.
servus.zuerich.	3600	in	ns	ns3.hostpoint.ch.
set.zuerich.	3600	in	ns	ns.hostpoint.ch.
set.zuerich.	3600	in	ns	ns2.hostpoint.ch.
set.zuerich.	3600	in	ns	ns3.hostpoint.ch.
shelter.zuerich.	3600	in	ns	ns.hostpoint.ch.
shelter.zuerich.	3600	in	ns	ns2.hostpoint.ch.
shelter.zuerich.	3600	in	ns	ns3.hostpoint.ch.
sheraton.zuerich.	3600	in	ns	dns1.cscdns.net.
sheraton.zuerich.	3600	in	ns	dns2.cscdns.net.
shop.zuerich.	3600	in	ns	ns-anycast1.hostpoint.ch.
shop.zuerich.	3600	in	ns	ns-anycast2.hostpoint.ch.
shop.zuerich.	3600	in	ns	ns-ch.hostpoint.ch.
shopping.zuerich.	3600	in	ds	42951 13 2 7CEFE2CA56453B1A9D7C0E4570C55237D815AE83884D9F247BA537B0A04650B3
shopping.zuerich.	3600	in	ns	nsany1.infomaniak.com.
shopping.zuerich.	3600	in	ns	nsany2.infomaniak.com.
shopping.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. QhV8iMkllzdnI7z6wfcb1o8C3EzBrexMtU/wRFSAQg9FlQ0u/ejP6CA/v9ltu4XidUbduKPwvZ4MWw1ZhKlJjZFk1E94AVmLi93tgPNXdO7V8z8hU99vlusRatF3ElRIbRJ75ZwTZ8ACc9gRlbGEnanZXEGVrcSm/QrN9f75etw=
shops.zuerich.	3600	in	ns	ns1.sedoparking.com.
shops.zuerich.	3600	in	ns	ns2.sedoparking.com.
sicherheit.zuerich.	3600	in	ns	ns1.hosttech.ch.
sicherheit.zuerich.	3600	in	ns	ns2.hosttech.ch.
sicherheit.zuerich.	3600	in	ns	ns31.hosttech.ch.
sicherheitsnachweis.zuerich.	3600	in	ns	ns.hostpoint.ch.
sicherheitsnachweis.zuerich.	3600	in	ns	ns2.hostpoint.ch.
sicherheitsnachweis.zuerich.	3600	in	ns	ns3.hostpoint.ch.
sicherheitstechnik.zuerich.	3600	in	ns	ns1.hosttech.ch.
sicherheitstechnik.zuerich.	3600	in	ns	ns2.hosttech.ch.
sicherheitstechnik.zuerich.	3600	in	ns	ns3.hosttech.ch.
sightseeing.zuerich.	3600	in	ds	27292 13 2 6B2C6F39D7EC96E1A948ADF9B8048432B97F0E6515187C800E7272071A956E9D
sightseeing.zuerich.	3600	in	ns	ns41.infomaniak.com.
sightseeing.zuerich.	3600	in	ns	ns42.infomaniak.com.
sightseeing.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. EOamd8G6MBcZQ02tFWguBZ/XIl7s2n1Wk9betw+SZl9jYUq7N0nuyB+yJA0d8q9kfD3Yra5fCZ8FI9AWiwJfSiJUSvAf2vRKDNHhf87iMH4G1oF4na5xro3uehvDc/c7R9b52IVUGN9gXpsHfGhlUhX4cQfkln1wqarBmCfKd6c=
sightseeingbus.zuerich.	3600	in	ds	27537 13 2 10DF6196492CE0E1BB6CB7437B8E92D0DC1C25C4604721DB3EFC254247B3EE86
sightseeingbus.zuerich.	3600	in	ns	ns41.infomaniak.com.
sightseeingbus.zuerich.	3600	in	ns	ns42.infomaniak.com.
sightseeingbus.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. RIBqO1EOy1uO5rl3J8yB7hOGTnVMzESmxrcyfi9+aLUE0QMlFBLnfQQy3Wq8mIBjrSnH2c8EaKRo3Gz91QSOp+nE9W8q9O3XhIQZT7OZvW/7UxparzxSYUoGeHRimXns/djOT2cTF8ZP3BNOc5GO759vNgGL55MOV1e7nkJczbU=
sihlstrasse37.zuerich.	3600	in	ds	2921 13 2 D2E214D0690A0DE1E633189FAE26651EF9DE8042AE135660E9537D00ABF415A1
sihlstrasse37.zuerich.	3600	in	ns	ns41.infomaniak.com.
sihlstrasse37.zuerich.	3600	in	ns	ns42.infomaniak.com.
sihlstrasse37.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. bjqgdkZZ05XQcrmnsKFjTPGvtnQm94OMAAMWgKZZNUBlfj45WoF2aKPJ8ujzK2Y+n5AZuh0L5Jssxp6BXZTXKvuwM5bdPksFEIrOipj5uIy2ToAeXxHh1iUnG1SeaiKyJnRkbGN4wf1DH90GCN+t9eUBgUVl3v9N5RIaxhHxFYM=
silber.zuerich.	3600	in	ns	ns.hostpoint.ch.
silber.zuerich.	3600	in	ns	ns2.hostpoint.ch.
silber.zuerich.	3600	in	ns	ns3.hostpoint.ch.
silberschmidt.zuerich.	3600	in	ns	ns.hostpoint.ch.
silberschmidt.zuerich.	3600	in	ns	ns2.hostpoint.ch.
silberschmidt.zuerich.	3600	in	ns	ns3.hostpoint.ch.
silberschmuck.zuerich.	3600	in	ns	ns.hostpoint.ch.
silberschmuck.zuerich.	3600	in	ns	ns2.hostpoint.ch.
silberschmuck.zuerich.	3600	in	ns	ns3.hostpoint.ch.
simplificator.zuerich.	3600	in	ns	ns1.exoscale.ch.
simplificator.zuerich.	3600	in	ns	ns1.exoscale.com.
simplificator.zuerich.	3600	in	ns	ns1.exoscale.io.
simplificator.zuerich.	3600	in	ns	ns1.exoscale.net.
sina.zuerich.	3600	in	ds	46910 13 2 C52F2649DC393023C5631BB75A356FEED06F319BE149415677B5854B77D357D5
sina.zuerich.	3600	in	ns	ns.hostpoint.ch.
sina.zuerich.	3600	in	ns	ns2.hostpoint.ch.
sina.zuerich.	3600	in	ns	ns3.hostpoint.ch.
sina.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. VznoTnN9L8VrDUwMkV4oM7It6pyAoC/zMdryg0WdmWd6bQEAmgV4WQPGARNBE2PN0me/ePHTNFHXHGftEB8gAzUd71aUdhtr326TWsPZmIJ3nZCiidV9Oi0Z3MYgFOzjIkhwrRQH0d0QeTLHUD1EdBCeWOUSeBus+Rm6kUFRxbA=
singingchristmastree.zuerich.	3600	in	ns	ns.hostpoint.ch.
singingchristmastree.zuerich.	3600	in	ns	ns2.hostpoint.ch.
singingchristmastree.zuerich.	3600	in	ns	ns3.hostpoint.ch.
sipo.zuerich.	3600	in	ns	ns.hostpoint.ch.
sipo.zuerich.	3600	in	ns	ns2.hostpoint.ch.
sipo.zuerich.	3600	in	ns	ns3.hostpoint.ch.
sitzungszimmer.zuerich.	3600	in	ns	ns.hostpoint.ch.
sitzungszimmer.zuerich.	3600	in	ns	ns2.hostpoint.ch.
sitzungszimmer.zuerich.	3600	in	ns	ns3.hostpoint.ch.
sj43n24bibjbib99o13i9io55emu1kim.zuerich.	900	in	nsec3	1 1 0 - SNASNRVK0CK3C8KQ8D5UDRJL2RTDVMND NS DS RRSIG
sj43n24bibjbib99o13i9io55emu1kim.zuerich.	900	in	rrsig	NSEC3 8 2 900 20240926133722 20240827120722 52075 zuerich. vVBADkNPPxz1iaOv65mqZ+9yvObzD2UfsCGdJonTM58jFm9ExPWfg8JYj/UH3GBZhcOxzEjl61Aw2ZytnK8NG9rhozqbn9aut7QdX1Pdoysi/6UUkvb8HjSeRqPO4vZS+W+MwqVZqx/82HMNcf3M/umnF/LrrWPRjJ23tPMJf/M=
skateboarding.zuerich.	3600	in	ns	ns.hostpoint.ch.
skateboarding.zuerich.	3600	in	ns	ns2.hostpoint.ch.
skateboarding.zuerich.	3600	in	ns	ns3.hostpoint.ch.
skdz.zuerich.	3600	in	ns	ch.ch-inter.net.
skdz.zuerich.	3600	in	ns	de.ch-inter.net.
skdz.zuerich.	3600	in	ns	nl.ch-inter.net.
skink.zuerich.	3600	in	ns	ns.hostpoint.ch.
skink.zuerich.	3600	in	ns	ns2.hostpoint.ch.
skink.zuerich.	3600	in	ns	ns3.hostpoint.ch.
skinkplants.zuerich.	3600	in	ns	ns.hostpoint.ch.
skinkplants.zuerich.	3600	in	ns	ns2.hostpoint.ch.
skinkplants.zuerich.	3600	in	ns	ns3.hostpoint.ch.
skinwork.zuerich.	3600	in	ns	ns.hostpoint.ch.
skinwork.zuerich.	3600	in	ns	ns2.hostpoint.ch.
skinwork.zuerich.	3600	in	ns	ns3.hostpoint.ch.
skop.zuerich.	3600	in	ns	ns1.cyon.ch.
skop.zuerich.	3600	in	ns	ns2.cyon.ch.
skuswiss.zuerich.	3600	in	ns	ns.hostpoint.ch.
skuswiss.zuerich.	3600	in	ns	ns2.hostpoint.ch.
skuswiss.zuerich.	3600	in	ns	ns3.hostpoint.ch.
skynet.zuerich.	3600	in	ns	ns.hostpoint.ch.
skynet.zuerich.	3600	in	ns	ns2.hostpoint.ch.
skynet.zuerich.	3600	in	ns	ns3.hostpoint.ch.
smarthome.zuerich.	3600	in	ns	ns.hostpoint.ch.
smarthome.zuerich.	3600	in	ns	ns2.hostpoint.ch.
smarthome.zuerich.	3600	in	ns	ns3.hostpoint.ch.
smartlight.zuerich.	3600	in	ns	ns.hostpoint.ch.
smartlight.zuerich.	3600	in	ns	ns2.hostpoint.ch.
smartlight.zuerich.	3600	in	ns	ns3.hostpoint.ch.
snasnrvk0ck3c8kq8d5udrjl2rtdvmnd.zuerich.	900	in	nsec3	1 1 0 - U0NJKB3Q4C0GIIO3ROMAOREVFS5IBI58 NS DS RRSIG
snasnrvk0ck3c8kq8d5udrjl2rtdvmnd.zuerich.	900	in	rrsig	NSEC3 8 2 900 20240926133722 20240827120722 52075 zuerich. pf5B/A8gos3QNwgw8R7bN6pHzip3U0o3p5duENNw/TG8UbxSrxXubt3Szv9ch81yxNB3BVMqLUmteIqoVWuih6G94K0y5byq0Q81BC/UilMZK9k7Mknz4bM+9sO6NxtwlVhi7raQKQ+HnzOAQT5d9E+6uL0n0bybf+YHvF2jGu4=
snowboarding.zuerich.	3600	in	ns	ns.hostpoint.ch.
snowboarding.zuerich.	3600	in	ns	ns2.hostpoint.ch.
snowboarding.zuerich.	3600	in	ns	ns3.hostpoint.ch.
software.zuerich.	3600	in	ns	ns1-33.azure-dns.com.
software.zuerich.	3600	in	ns	ns2-33.azure-dns.net.
software.zuerich.	3600	in	ns	ns3-33.azure-dns.org.
software.zuerich.	3600	in	ns	ns4-33.azure-dns.info.
solar.zuerich.	3600	in	ns	ns1223.ispapi.net.
solar.zuerich.	3600	in	ns	ns2179.ispapi.net.
solar.zuerich.	3600	in	ns	ns3183.ispapi.net.
solaranlage.zuerich.	3600	in	ns	ns.hostpoint.ch.
solaranlage.zuerich.	3600	in	ns	ns2.hostpoint.ch.
solaranlage.zuerich.	3600	in	ns	ns3.hostpoint.ch.
solver.zuerich.	3600	in	ns	ns.hostpoint.ch.
solver.zuerich.	3600	in	ns	ns2.hostpoint.ch.
solver.zuerich.	3600	in	ns	ns3.hostpoint.ch.
somosa.zuerich.	3600	in	ns	ch.pro.io.
somosa.zuerich.	3600	in	ns	nl.pro.io.
somosa.zuerich.	3600	in	ns	p.dnh.net.
sonderbewilligung.zuerich.	3600	in	ns	ns.hostpoint.ch.
sonderbewilligung.zuerich.	3600	in	ns	ns2.hostpoint.ch.
sonderbewilligung.zuerich.	3600	in	ns	ns3.hostpoint.ch.
sonderbewilligungen.zuerich.	3600	in	ns	ns.hostpoint.ch.
sonderbewilligungen.zuerich.	3600	in	ns	ns2.hostpoint.ch.
sonderbewilligungen.zuerich.	3600	in	ns	ns3.hostpoint.ch.
sozialagentur.zuerich.	3600	in	ds	30888 13 2 713012B74A5FB2D0D78567131D3245DFC99543AAC8B9DA38B7A9CFA6E30B7775
sozialagentur.zuerich.	3600	in	ns	nsany1.infomaniak.com.
sozialagentur.zuerich.	3600	in	ns	nsany2.infomaniak.com.
sozialagentur.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. Z7fmgSeNGDitR+XDNDrt8bGnJcTJnDrBUILk58CEPtS6dmmtrY98e/nBtJ1jgnCryiRrhxmgktQ8rq34/dtcmE3EE474Qq8b7WSBjNIbEN4ZoVjTkwAfF5UUJQAXImbJO/lcuGnRLdPm7bklqjXtsFN8n8eyzVSzAPkMliPf0Rs=
spa.zuerich.	3600	in	ds	18375 13 2 3029D59FC415182E6181FD37ACAA7F66CA6884BA0CE1CEFE932D35EFCA1C5DA6
spa.zuerich.	3600	in	ns	ns41.infomaniak.com.
spa.zuerich.	3600	in	ns	ns42.infomaniak.com.
spa.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. l/0eq0xzk4E3VtG7FkzN6gobkFJqAmY7P9n0hFX95+nK7ktiU5m4sXslLuuR2JabW4Tkn6EJ78FKlNKA7mb9GCyKKA5GhO9pTsRKnS+veZASZ5kkep9RK8olcveVuq0c1ai5iMK4z5b7ovv27UeqJ90AYgpYDPvRkqZFINCI6S8=
spar-bank.zuerich.	3600	in	ns	ns.hostpoint.ch.
spar-bank.zuerich.	3600	in	ns	ns2.hostpoint.ch.
spar-bank.zuerich.	3600	in	ns	ns3.hostpoint.ch.
sparenbank.zuerich.	3600	in	ds	31725 13 2 DCB4BB0F78DB5931FBF4210A1812368C2D98DF43555D95D4E1BFBCA122F26EE7
sparenbank.zuerich.	3600	in	ns	ns.hostpoint.ch.
sparenbank.zuerich.	3600	in	ns	ns2.hostpoint.ch.
sparenbank.zuerich.	3600	in	ns	ns3.hostpoint.ch.
sparenbank.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. QV2srV6PV6zAwsWtZ/Kr819XeQwX72Xsl4bq8A4zLRV1IpMdLakj8KxKdsHdNar0eaZQrfsFDnCfh7VVpNLkF47Q2mQ0svdtRkumUot8LAy5zxDVH8HqEHlRtIoWGVVwp/w3fDtm75jZGUES+oKcMJ8KkcbtnG9c4NwpdzVkijI=
sparenhafen.zuerich.	3600	in	ns	ns1.registrant-verification.ispapi.net.
sparenhafen.zuerich.	3600	in	ns	ns2.registrant-verification.ispapi.net.
sparenhafen.zuerich.	3600	in	ns	ns3.registrant-verification.ispapi.net.
sparhafen-bank.zuerich.	3600	in	ns	ns.hostpoint.ch.
sparhafen-bank.zuerich.	3600	in	ns	ns2.hostpoint.ch.
sparhafen-bank.zuerich.	3600	in	ns	ns3.hostpoint.ch.
sparhafen-genossenschaft.zuerich.	3600	in	ns	ns.hostpoint.ch.
sparhafen-genossenschaft.zuerich.	3600	in	ns	ns2.hostpoint.ch.
sparhafen-genossenschaft.zuerich.	3600	in	ns	ns3.hostpoint.ch.
sparhafen-gruppe.zuerich.	3600	in	ns	ns.hostpoint.ch.
sparhafen-gruppe.zuerich.	3600	in	ns	ns2.hostpoint.ch.
sparhafen-gruppe.zuerich.	3600	in	ns	ns3.hostpoint.ch.
sparhafen-immobilien.zuerich.	3600	in	ns	ns.hostpoint.ch.
sparhafen-immobilien.zuerich.	3600	in	ns	ns2.hostpoint.ch.
sparhafen-immobilien.zuerich.	3600	in	ns	ns3.hostpoint.ch.
sparhafen.zuerich.	3600	in	ns	ns.hostpoint.ch.
sparhafen.zuerich.	3600	in	ns	ns2.hostpoint.ch.
sparhafen.zuerich.	3600	in	ns	ns3.hostpoint.ch.
sparhafenbank.zuerich.	3600	in	ns	ns.hostpoint.ch.
sparhafenbank.zuerich.	3600	in	ns	ns2.hostpoint.ch.
sparhafenbank.zuerich.	3600	in	ns	ns3.hostpoint.ch.
sparhafengenossenschaft.zuerich.	3600	in	ds	30675 13 2 17BF28FC7DBCA04CC19F6365DFC5967B90331C6DFB61DBC40AECE34CA00DDE2E
sparhafengenossenschaft.zuerich.	3600	in	ns	ns.hostpoint.ch.
sparhafengenossenschaft.zuerich.	3600	in	ns	ns2.hostpoint.ch.
sparhafengenossenschaft.zuerich.	3600	in	ns	ns3.hostpoint.ch.
