zuerich.	900	in	soa	ns0.centralnic.net. hostmaster.centralnic.net. 2019106004 900 1800 6048000 3600
garage-ochsner.zuerich.	3600	in	ns	ns3.hostpoint.ch.
garage.zuerich.	3600	in	ns	ns.hostpoint.ch.
garage.zuerich.	3600	in	ns	ns2.hostpoint.ch.
garage.zuerich.	3600	in	ns	ns3.hostpoint.ch.
garten.zuerich.	3600	in	ns	ns.hostpoint.ch.
garten.zuerich.	3600	in	ns	ns2.hostpoint.ch.
garten.zuerich.	3600	in	ns	ns3.hostpoint.ch.
gartenbau.zuerich.	3600	in	ds	49701 13 2 32C476486D39B3866822A9234E56EC94408A19767FA29A545EFAC99C8FE077B2
gartenbau.zuerich.	3600	in	ns	ns41.infomaniak.com.
gartenbau.zuerich.	3600	in	ns	ns42.infomaniak.com.
gartenbau.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. IXABhNI/mnr+U0Zp7vr2qHv4oRoGEzAmUR7CU/lIWoM4Jdrs4GEuq64hBgKTMLKWqCEF3Qzx2O/lynUZwASzDdbFw3EqLMMuAP/8czBGllscPxDrECqJ4NsnZEcbNE19wzWjYCM1X2VAINUnEminkqcDnJd5uXq1jJOzr/Uzhd8=
gartenhof.zuerich.	3600	in	ns	ns.hostpoint.ch.
gartenhof.zuerich.	3600	in	ns	ns2.hostpoint.ch.
gartenhof.zuerich.	3600	in	ns	ns3.hostpoint.ch.
gartenpflege.zuerich.	3600	in	ns	ns.hostpoint.ch.
gartenpflege.zuerich.	3600	in	ns	ns2.hostpoint.ch.
gartenpflege.zuerich.	3600	in	ns	ns3.hostpoint.ch.
gartenplanung.zuerich.	3600	in	ns	ns.hostpoint.ch.
gartenplanung.zuerich.	3600	in	ns	ns2.hostpoint.ch.
gartenplanung.zuerich.	3600	in	ns	ns3.hostpoint.ch.
gastro.zuerich.	3600	in	ns	ns.hostpoint.ch.
gastro.zuerich.	3600	in	ns	ns2.hostpoint.ch.
gastro.zuerich.	3600	in	ns	ns3.hostpoint.ch.
gastroenterologie.zuerich.	3600	in	ns	ns.hostpoint.ch.
gastroenterologie.zuerich.	3600	in	ns	ns2.hostpoint.ch.
gastroenterologie.zuerich.	3600	in	ns	ns3.hostpoint.ch.
gauop0aembq58726tbinju4nmf7an78b.zuerich.	900	in	nsec3	1 1 0 - GIF651KMRORR4C65LO6J6T302Q8N30VF NS DS RRSIG
gauop0aembq58726tbinju4nmf7an78b.zuerich.	900	in	rrsig	NSEC3 8 2 900 20240926133722 20240827120722 52075 zuerich. j1esZBeAqpHWFyT/mNL3STEVVwB7HYDhfLZEKCOEcHB0xhsByhs1fU9dd4mqHMNDvaxoRKwsG0pK8jtenBSkQ/3MTKG4A+Q/pcJd4nEs60Kpd+DF8iJN/qlVv27q86+t86htvCvhZDl7HjANjPCyrM9UcJz832JgQ0vL18JixyY=
gc.zuerich.	3600	in	ns	ns.hostpoint.ch.
gc.zuerich.	3600	in	ns	ns2.hostpoint.ch.
gc.zuerich.	3600	in	ns	ns3.hostpoint.ch.
gebietsentwicklung-flugplatz-duebendorf.zuerich.	3600	in	ns	ns.hostpoint.ch.
gebietsentwicklung-flugplatz-duebendorf.zuerich.	3600	in	ns	ns2.hostpoint.ch.
gebietsentwicklung-flugplatz-duebendorf.zuerich.	3600	in	ns	ns3.hostpoint.ch.
geers.zuerich.	3600	in	ns	ns.hostpoint.ch.
geers.zuerich.	3600	in	ns	ns2.hostpoint.ch.
geers.zuerich.	3600	in	ns	ns3.hostpoint.ch.
gefd.zuerich.	3600	in	ns	ns.hostpoint.ch.
gefd.zuerich.	3600	in	ns	ns2.hostpoint.ch.
gefd.zuerich.	3600	in	ns	ns3.hostpoint.ch.
generalunternehmung.zuerich.	3600	in	ns	ns.hostpoint.ch.
generalunternehmung.zuerich.	3600	in	ns	ns2.hostpoint.ch.
generalunternehmung.zuerich.	3600	in	ns	ns3.hostpoint.ch.
genossenschaft-sparhafen.zuerich.	3600	in	ns	ns.hostpoint.ch.
genossenschaft-sparhafen.zuerich.	3600	in	ns	ns2.hostpoint.ch.
genossenschaft-sparhafen.zuerich.	3600	in	ns	ns3.hostpoint.ch.
gentili.zuerich.	3600	in	ns	ns.hostpoint.ch.
gentili.zuerich.	3600	in	ns	ns2.hostpoint.ch.
gentili.zuerich.	3600	in	ns	ns3.hostpoint.ch.
gerichte.zuerich.	3600	in	ns	dns1.gerichte-zh.ch.
gerichte.zuerich.	3600	in	ns	dns2.gerichte-zh.ch.
geschirrvermietung.zuerich.	3600	in	ns	ns1.puls.metanet.ch.
geschirrvermietung.zuerich.	3600	in	ns	ns2.puls.metanet.ch.
gesund.zuerich.	3600	in	ns	ns1223.ispapi.net.
gesund.zuerich.	3600	in	ns	ns2179.ispapi.net.
gesund.zuerich.	3600	in	ns	ns3183.ispapi.net.
gesundheit.zuerich.	3600	in	ns	ns.hostpoint.ch.
gesundheit.zuerich.	3600	in	ns	ns2.hostpoint.ch.
gesundheit.zuerich.	3600	in	ns	ns3.hostpoint.ch.
gesundheitsfoerderung.zuerich.	3600	in	ns	ns1223.ispapi.net.
gesundheitsfoerderung.zuerich.	3600	in	ns	ns2179.ispapi.net.
gesundheitsfoerderung.zuerich.	3600	in	ns	ns3183.ispapi.net.
gesundheitsregion.zuerich.	3600	in	ns	ns1.cyon.ch.
gesundheitsregion.zuerich.	3600	in	ns	ns2.cyon.ch.
gesundheitstherapie.zuerich.	3600	in	ds	61434 13 2 D91B024CD2AE15A49AED5DCBBB79D8B796B800C563C33DC6DCB9050C22860ACA
gesundheitstherapie.zuerich.	3600	in	ns	ns41.infomaniak.com.
gesundheitstherapie.zuerich.	3600	in	ns	ns42.infomaniak.com.
gesundheitstherapie.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. poqHJy4Uor/FOugvJDKMlqW20koTp8ficxFq38yfU5k74QKXs7VO1SfILHIAHC+zuLRIph1qwhQHo1aHkbiRXUyz5Y1iNFjjzyBmEiIn9Rl6DRy0Jhr9dUORhW1j3XunguxKCZHXwxUE4f1ls0fqUhJJAH+VIPvhrsIB3krm2NY=
get-local.zuerich.	3600	in	ns	ns-1263.awsdns-29.org.
get-local.zuerich.	3600	in	ns	ns-1724.awsdns-23.co.uk.
get-local.zuerich.	3600	in	ns	ns-224.awsdns-28.com.
get-local.zuerich.	3600	in	ns	ns-792.awsdns-35.net.
ggz-gartenbau.zuerich.	3600	in	ns	ns.hostpoint.ch.
ggz-gartenbau.zuerich.	3600	in	ns	ns2.hostpoint.ch.
ggz-gartenbau.zuerich.	3600	in	ns	ns3.hostpoint.ch.
ggz.zuerich.	3600	in	ns	ns.hostpoint.ch.
ggz.zuerich.	3600	in	ns	ns2.hostpoint.ch.
ggz.zuerich.	3600	in	ns	ns3.hostpoint.ch.
gif651kmrorr4c65lo6j6t302q8n30vf.zuerich.	900	in	nsec3	1 1 0 - GLH98436383G6G5O15QDFK0GKPOPJBQ1 NS DS RRSIG
gif651kmrorr4c65lo6j6t302q8n30vf.zuerich.	900	in	rrsig	NSEC3 8 2 900 20240926133722 20240827120722 52075 zuerich. ka16bzmYpbgb4mQzC0Bj1bDYX+5G6Gc6g4eKjqX3Hjn6UVJyR9Q0bQlfeKLfmLkMzgfEn2XvOVm6PQbMu/VjAm3byMzLw3Moe2DKZhZ+sXGsUp2DJpa5Z+uIUuqey/TJ9vAAQO75uM8lnOB3fTDn4aSSE4BNGHJlmBUxpuh/SbQ=
gin.zuerich.	3600	in	ns	ns.hostpoint.ch.
gin.zuerich.	3600	in	ns	ns2.hostpoint.ch.
gin.zuerich.	3600	in	ns	ns3.hostpoint.ch.
gipser.zuerich.	3600	in	ns	ns.hostpoint.ch.
gipser.zuerich.	3600	in	ns	ns2.hostpoint.ch.
gipser.zuerich.	3600	in	ns	ns3.hostpoint.ch.
glas.zuerich.	3600	in	ns	ns.hostpoint.ch.
glas.zuerich.	3600	in	ns	ns2.hostpoint.ch.
glas.zuerich.	3600	in	ns	ns3.hostpoint.ch.
glasbau.zuerich.	3600	in	ns	ns.hostpoint.ch.
glasbau.zuerich.	3600	in	ns	ns2.hostpoint.ch.
glasbau.zuerich.	3600	in	ns	ns3.hostpoint.ch.
glatt.zuerich.	3600	in	ns	ns.hostpoint.ch.
glatt.zuerich.	3600	in	ns	ns2.hostpoint.ch.
glatt.zuerich.	3600	in	ns	ns3.hostpoint.ch.
glh98436383g6g5o15qdfk0gkpopjbq1.zuerich.	900	in	nsec3	1 1 0 - H153AI94DQNUOHT0CN18FCPCKFKEH9M2 NS DS RRSIG
glh98436383g6g5o15qdfk0gkpopjbq1.zuerich.	900	in	rrsig	NSEC3 8 2 900 20240926133722 20240827120722 52075 zuerich. MVYVndEM9Lhy1qxE0oKnkfEip6skiD2Nut3Pyuh5b+XbtdMcTNCAcdTaQleUMKoATEZa0A2ft3GNFNtG7/AL9mXJnCYhL+PcHSnJyvgS4jxcG7VO+GKixgDMRZny9cmBZ9gpJzr52regNXb4D47gSUJjZdE+vvWQacifceTXsAw=
glockenhof.zuerich.	3600	in	ds	49266 13 2 D93C19765B42E2884A926A6C282AD3C9FEDE1C63FD97BAEF5B63D4FD7C0BB737
glockenhof.zuerich.	3600	in	ns	dns1.swizzonic.ch.
glockenhof.zuerich.	3600	in	ns	dns2.swizzonic.ch.
glockenhof.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. PLXqShMA2jxBAqKY0JThgruDYMNqHmlyns/IwS8BhVxjPAf/1zy9QhVPEKbr455bu5VtgNsaKvFBxBofCQRkdPT38gVRxoPQPeXrvZwNOE174SEcdXV1GPGsIVmxu0IuhYB6Twhw5WHWyZ0LYyXexD66QbLf6RWjfBdJmt9Y2sk=
gmail.zuerich.	3600	in	ns	ns1.googledomains.com.
gmail.zuerich.	3600	in	ns	ns2.googledomains.com.
gmail.zuerich.	3600	in	ns	ns3.googledomains.com.
gmail.zuerich.	3600	in	ns	ns4.googledomains.com.
gold.zuerich.	3600	in	ds	29547 13 2 1924440974C1D337834FAACE10E97BF0D7C0F492BAD9890828BCAFAD77460740
gold.zuerich.	3600	in	ns	ns.hostpoint.ch.
gold.zuerich.	3600	in	ns	ns2.hostpoint.ch.
gold.zuerich.	3600	in	ns	ns3.hostpoint.ch.
gold.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. iFOf6RE50ReudGFTJ1fbvst0dwOShTx6lgtxwjPAcv33Lgm7F2JXeIvNQAnfw85R77WAC0q/mZdwf0jzkNbd6h71hXkPal9mwcReB+c1Yz5/00Mb37E74V70f5cOxvyst7E1EtSlhaSc4eYdvrgU5dEjhAWl/Gw8f9pp4tr9Ng4=
goldwert.zuerich.	3600	in	ns	ns.hostpoint.ch.
goldwert.zuerich.	3600	in	ns	ns2.hostpoint.ch.
goldwert.zuerich.	3600	in	ns	ns3.hostpoint.ch.
google.zuerich.	3600	in	ns	ns1.googledomains.com.
google.zuerich.	3600	in	ns	ns2.googledomains.com.
google.zuerich.	3600	in	ns	ns3.googledomains.com.
google.zuerich.	3600	in	ns	ns4.googledomains.com.
googleads.zuerich.	3600	in	ns	ns1.googledomains.com.
googleads.zuerich.	3600	in	ns	ns2.googledomains.com.
googleads.zuerich.	3600	in	ns	ns3.googledomains.com.
googleads.zuerich.	3600	in	ns	ns4.googledomains.com.
googlecloud.zuerich.	3600	in	ns	ns1.googledomains.com.
googlecloud.zuerich.	3600	in	ns	ns2.googledomains.com.
googlecloud.zuerich.	3600	in	ns	ns3.googledomains.com.
googlecloud.zuerich.	3600	in	ns	ns4.googledomains.com.
googlemaps.zuerich.	3600	in	ns	ns1.googledomains.com.
googlemaps.zuerich.	3600	in	ns	ns2.googledomains.com.
googlemaps.zuerich.	3600	in	ns	ns3.googledomains.com.
googlemaps.zuerich.	3600	in	ns	ns4.googledomains.com.
googlepay.zuerich.	3600	in	ns	ns1.googledomains.com.
googlepay.zuerich.	3600	in	ns	ns2.googledomains.com.
googlepay.zuerich.	3600	in	ns	ns3.googledomains.com.
googlepay.zuerich.	3600	in	ns	ns4.googledomains.com.
googleworkspace.zuerich.	3600	in	ns	ns1.googledomains.com.
googleworkspace.zuerich.	3600	in	ns	ns2.googledomains.com.
googleworkspace.zuerich.	3600	in	ns	ns3.googledomains.com.
googleworkspace.zuerich.	3600	in	ns	ns4.googledomains.com.
gourmetgeschenke.zuerich.	3600	in	ds	54123 13 2 C0217F7FF9D255339B5004E74797B5141E48B8BCC1EDC8BF67AB5BF50B79CCE0
gourmetgeschenke.zuerich.	3600	in	ns	ns41.infomaniak.com.
gourmetgeschenke.zuerich.	3600	in	ns	ns42.infomaniak.com.
gourmetgeschenke.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. uqJuBOd8MRKQ4GEcfhQNkEw4TNHVQdEeLOqFb5xTlWPRH42/wzmnC/WgxqYhGEO/oQl7TgJyRXS1kAeTKSF89i6XHAQgnguG3imEgqF1/Uy5Bx+mUIAOD5xHapnU6p9cQSeyZM9cok2XyA6OXee+4bPP9OdV3hcEexMsKClpMcU=
gpvzh.zuerich.	3600	in	ns	ns1223.ispapi.net.
gpvzh.zuerich.	3600	in	ns	ns2179.ispapi.net.
gpvzh.zuerich.	3600	in	ns	ns3183.ispapi.net.
graf.zuerich.	3600	in	ns	ns1.hosttech.ch.
graf.zuerich.	3600	in	ns	ns2.hosttech.ch.
graf.zuerich.	3600	in	ns	ns3.hosttech.ch.
graffitischutz.zuerich.	3600	in	ns	ns.hostpoint.ch.
graffitischutz.zuerich.	3600	in	ns	ns2.hostpoint.ch.
graffitischutz.zuerich.	3600	in	ns	ns3.hostpoint.ch.
grafik.zuerich.	3600	in	ds	39604 13 2 38EE897F61216ACE6BFD0F7CA8F544206FA3927B2A52313A85EC9D5C673F9541
grafik.zuerich.	3600	in	ns	ns41.infomaniak.com.
grafik.zuerich.	3600	in	ns	ns42.infomaniak.com.
grafik.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. n8Dd7jWMl6ChFgj+heQ2IASXEsH5zhY/CfdGqToiWlsN7dEHawtIl8hslKzWso+gPIi55JxO0QARUOcGdH7fdrgFrosMJuOmvXZbK3Yj1XExxQLCCxqkYvrCMc7vyouGu/sfEHWRQZ6RXjxpDm+ui46w+/Lg0LhjJXxb5XuKFuI=
grafikdesign.zuerich.	3600	in	ds	29775 13 2 96B35168E446E8ABCF29C6F0CCE9E5F1A83653BA857A343416AA814305679503
grafikdesign.zuerich.	3600	in	ns	ns41.infomaniak.com.
grafikdesign.zuerich.	3600	in	ns	ns42.infomaniak.com.
grafikdesign.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. HPufAC405T99SPVoKdFY5rDNGeLjMFf9UtZwsZuUuShti8hSmnMnyoLmQN0P5LD4xi9MW0P0buY59Y2HW55gFsfnKLcOy97Zgl2GC7xN2ma2hQal7+VbpXHBdhPewNppyHzlgZKXFhgAqzEdZTeRXndg8gX2mqh0Ikfno4+wgl4=
griffin.zuerich.	3600	in	ns	ns.hostpoint.ch.
griffin.zuerich.	3600	in	ns	ns2.hostpoint.ch.
griffin.zuerich.	3600	in	ns	ns3.hostpoint.ch.
grisoni.zuerich.	3600	in	ds	24433 13 2 D2DC6B0D0545917B943301D8E7762AD9A8E37D9563B3AE1F324B710600F07775
grisoni.zuerich.	3600	in	ns	nsany1.infomaniak.com.
grisoni.zuerich.	3600	in	ns	nsany2.infomaniak.com.
grisoni.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. a3rj0H7NiuuYKppU5aR7XRMZEmEhvTGjZmFJIMd3g5+V3hadUjvIiM/ruh3yYoThfYwmIS8+DOkA4EljB+17mmIQX0iXrTwxmU12mDBayubq3kPxb/Cx+5rAli0z5+PodQn5+Y4bs6X9BGuvIT+TOKboEkqUuSC0ziUkQMLjXLE=
grubenacker.zuerich.	3600	in	ns	ch.pro.io.
grubenacker.zuerich.	3600	in	ns	nl.pro.io.
grubenacker.zuerich.	3600	in	ns	p.dnh.net.
gruenden.zuerich.	3600	in	ns	ns.hostpoint.ch.
gruenden.zuerich.	3600	in	ns	ns2.hostpoint.ch.
gruenden.zuerich.	3600	in	ns	ns3.hostpoint.ch.
grundkompetenzen.zuerich.	3600	in	ns	ns1.brandshelter.com.
grundkompetenzen.zuerich.	3600	in	ns	ns2.brandshelter.de.
grundkompetenzen.zuerich.	3600	in	ns	ns3.brandshelter.info.
grundkompetenzen.zuerich.	3600	in	ns	ns4.brandshelter.net.
grundkompetenzen.zuerich.	3600	in	ns	ns5.brandshelter.us.
guidedtours.zuerich.	3600	in	ns	ns1.brandshelter.com.
guidedtours.zuerich.	3600	in	ns	ns2.brandshelter.de.
guidedtours.zuerich.	3600	in	ns	ns3.brandshelter.info.
guidedtours.zuerich.	3600	in	ns	ns4.brandshelter.net.
guidedtours.zuerich.	3600	in	ns	ns5.brandshelter.us.
gzo.zuerich.	3600	in	ds	37177 8 2 EA6B4F81B1D806EAD91003A727674790A7286477A1EE4F18488AF316A3EB06F6
gzo.zuerich.	3600	in	ns	ns1.netzone.ch.
gzo.zuerich.	3600	in	ns	ns2.netzone.ch.
gzo.zuerich.	3600	in	ns	ns3.netzone.ch.
gzo.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. fNdLAnU1RpDnwFXyj6N2La36DsRYBWoi6xtpzrRBmkWxw5g9iK3pY9S4AQ/xanDgfrvY1NddzKgOrHQ7Zrx2IttOYqq3ayUOUZAf4t4YlOkyunv05vw9sUP9W76o0POea+/2CalSs2jcqCZPoL8XF+WA8WTNbqDzu5xmNXp8sjQ=
h153ai94dqnuoht0cn18fcpckfkeh9m2.zuerich.	900	in	nsec3	1 1 0 - HD082UD921JO4RTE6M60KS49E0B5VCTM NS DS RRSIG
h153ai94dqnuoht0cn18fcpckfkeh9m2.zuerich.	900	in	rrsig	NSEC3 8 2 900 20240926133722 20240827120722 52075 zuerich. wewE1hk7azFig+kLTjAZz7JrHSWYjw44pbaYi4Fx89WXMET3JzODK2rdptiujWQw37Wd7G9HnAwghbDjicvcwZ6gXXMovn9v0/O+cOJs1+lXFumK7VtWn/qA7OfRK2HgoEjiX27jkuR91sWGl0EzaxMk+vGsycfsGtuDyrLAYvc=
hagenbucher.zuerich.	3600	in	ns	ns.hostpoint.ch.
hagenbucher.zuerich.	3600	in	ns	ns2.hostpoint.ch.
hagenbucher.zuerich.	3600	in	ns	ns3.hostpoint.ch.
hallo.zuerich.	3600	in	ns	ns1.sedoparking.com.
hallo.zuerich.	3600	in	ns	ns2.sedoparking.com.
handelsgericht.zuerich.	3600	in	ns	dns1.gerichte-zh.ch.
handelsgericht.zuerich.	3600	in	ns	dns2.gerichte-zh.ch.
handwerker.zuerich.	3600	in	ns	ns1.sedoparking.com.
handwerker.zuerich.	3600	in	ns	ns2.sedoparking.com.
harley-davidson.zuerich.	3600	in	ns	ns.hostpoint.ch.
harley-davidson.zuerich.	3600	in	ns	ns2.hostpoint.ch.
harley-davidson.zuerich.	3600	in	ns	ns3.hostpoint.ch.
haru.zuerich.	3600	in	ns	ns.hostpoint.ch.
haru.zuerich.	3600	in	ns	ns2.hostpoint.ch.
haru.zuerich.	3600	in	ns	ns3.hostpoint.ch.
haus9.zuerich.	3600	in	ns	ns.hostpoint.ch.
haus9.zuerich.	3600	in	ns	ns2.hostpoint.ch.
haus9.zuerich.	3600	in	ns	ns3.hostpoint.ch.
hauspflege.zuerich.	3600	in	ns	ns1.jovinus.metanet.ch.
hauspflege.zuerich.	3600	in	ns	ns2.jovinus.metanet.ch.
hauswartung.zuerich.	3600	in	ns	ns.hostpoint.ch.
hauswartung.zuerich.	3600	in	ns	ns2.hostpoint.ch.
hauswartung.zuerich.	3600	in	ns	ns3.hostpoint.ch.
hautarzt.zuerich.	3600	in	ns	ns1.domains.ch.
hautarzt.zuerich.	3600	in	ns	ns2.domains.ch.
hd082ud921jo4rte6m60ks49e0b5vctm.zuerich.	900	in	nsec3	1 1 0 - HP4R82D9V42TLPP746T4UTHFHCPOCDAR NS DS RRSIG
hd082ud921jo4rte6m60ks49e0b5vctm.zuerich.	900	in	rrsig	NSEC3 8 2 900 20240926133722 20240827120722 52075 zuerich. J97jCpCRoAe0bLHbksrfdB43iha4brpNiDCHCMkc5baJ7xaFy4VvQgXn2bGJbMscZdsc2lusIkfSmmSFO04AcIueyaf6+pIM5AbcQe2Jy0yx/1Iw4DHfe2KlySYpM5j96rHiLveEu0gh4stc+jChFIBldPn6Z9wjY5rpR9kVGnM=
hebamme.zuerich.	3600	in	ns	ns.hostpoint.ch.
hebamme.zuerich.	3600	in	ns	ns2.hostpoint.ch.
hebamme.zuerich.	3600	in	ns	ns3.hostpoint.ch.
hebammen.zuerich.	3600	in	ds	32081 13 2 D863695695343FC6C9C0817A8E0EAF2ED0D5C52E837FF14F100A8F3ADC0DCA84
hebammen.zuerich.	3600	in	ns	ns41.infomaniak.com.
hebammen.zuerich.	3600	in	ns	ns42.infomaniak.com.
hebammen.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. NamKbMYExSt615Qw7XLHI6AudCWbvg4ruBT0NT23zHR/hU1pxE8aArg7GL9Z9ZhDZaIKAlye7+KqDWEUBM01yh8TaJH3iblZU/RtUB3pYeQWPJB4yncmqXyOZ/Xmr1XnVFldhv4a7ySz7waq6zeIekI3NUWLDNU3tpp+qKgBN+Q=
heiraten.zuerich.	3600	in	ns	ns.hostpoint.ch.
heiraten.zuerich.	3600	in	ns	ns2.hostpoint.ch.
heiraten.zuerich.	3600	in	ns	ns3.hostpoint.ch.
heizung.zuerich.	3600	in	ns	ns1223.ispapi.net.
heizung.zuerich.	3600	in	ns	ns2179.ispapi.net.
heizung.zuerich.	3600	in	ns	ns3183.ispapi.net.
hej.zuerich.	3600	in	ns	ns.hostpoint.ch.
hej.zuerich.	3600	in	ns	ns2.hostpoint.ch.
hej.zuerich.	3600	in	ns	ns3.hostpoint.ch.
heller.zuerich.	3600	in	ns	ns.hostpoint.ch.
heller.zuerich.	3600	in	ns	ns2.hostpoint.ch.
heller.zuerich.	3600	in	ns	ns3.hostpoint.ch.
hello.zuerich.	3600	in	ns	ns1.sedoparking.com.
hello.zuerich.	3600	in	ns	ns2.sedoparking.com.
helvetic.zuerich.	3600	in	ns	ns.hostpoint.ch.
helvetic.zuerich.	3600	in	ns	ns2.hostpoint.ch.
helvetic.zuerich.	3600	in	ns	ns3.hostpoint.ch.
hernienzentrum.zuerich.	3600	in	ns	ns.hostpoint.ch.
hernienzentrum.zuerich.	3600	in	ns	ns2.hostpoint.ch.
hernienzentrum.zuerich.	3600	in	ns	ns3.hostpoint.ch.
hfz.zuerich.	3600	in	ns	ch.ch-inter.net.
hfz.zuerich.	3600	in	ns	de.ch-inter.net.
hfz.zuerich.	3600	in	ns	nl.ch-inter.net.
hifi.zuerich.	3600	in	ns	ns.hostpoint.ch.
hifi.zuerich.	3600	in	ns	ns2.hostpoint.ch.
hifi.zuerich.	3600	in	ns	ns3.hostpoint.ch.
hightech.zuerich.	3600	in	ns	ns.hostpoint.ch.
hightech.zuerich.	3600	in	ns	ns2.hostpoint.ch.
hightech.zuerich.	3600	in	ns	ns3.hostpoint.ch.
hillz.zuerich.	3600	in	ns	ns.hostpoint.ch.
hillz.zuerich.	3600	in	ns	ns2.hostpoint.ch.
hillz.zuerich.	3600	in	ns	ns3.hostpoint.ch.
hiltl.zuerich.	3600	in	ns	angela.ns.cloudflare.com.
hiltl.zuerich.	3600	in	ns	clyde.ns.cloudflare.com.
hitschfilm.zuerich.	3600	in	ds	10410 13 2 34E5DFA3B0B66E1C4A59BF0D6D5A8BD7F87A490B2E0FB54A9FCCE78BD96A451D
hitschfilm.zuerich.	3600	in	ns	dns1.swizzonic.ch.
hitschfilm.zuerich.	3600	in	ns	dns2.swizzonic.ch.
hitschfilm.zuerich.	3600	in	rrsig	DS 8 2 3600 20240926133722 20240827120722 52075 zuerich. DfiOTtqtrRbou4HY4q9qoiUuRzYDgakkkdxGDnlT1hSumvv9awZkMzNiOIQUPrGdlA5gWzXHv2cOXj451uz9HFrwe6RiRaIVvCdStpTPkmOIwAuQaTGeZTlmFqfVcCbfji/1MtccEZElNeM7/YMDlvR8zNeJ9me1tZS3U73Mm0Y=
hno.zuerich.	3600	in	ns	ns.hostpoint.ch.
hno.zuerich.	3600	in	ns	ns2.hostpoint.ch.
hno.zuerich.	3600	in	ns	ns3.hostpoint.ch.
hochschulen.zuerich.	3600	in	ns	ns1.brandshelter.com.
hochschulen.zuerich.	3600	in	ns	ns2.brandshelter.de.
hochschulen.zuerich.	3600	in	ns	ns3.brandshelter.info.
hochschulen.zuerich.	3600	in	ns	ns4.brandshelter.net.
hochschulen.zuerich.	3600	in	ns	ns5.brandshelter.us.
holzbau.zuerich.	3600	in	ns	ns.hostpoint.ch.
holzbau.zuerich.	3600	in	ns	ns2.hostpoint.ch.
holzbau.zuerich.	3600	in	ns	ns3.hostpoint.ch.
horgen.zuerich.	3600	in	ns	ns1223.ispapi.net.
horgen.zuerich.	3600	in	ns	ns2179.ispapi.net.
horgen.zuerich.	3600	in	ns	ns3183.ispapi.net.
host.zuerich.	3600	in	ns	ns1.einstein.sui-inter.net.
host.zuerich.	3600	in	ns	ns2.einstein.sui-inter.net.
hosting.zuerich.	3600	in	ns	ns1.einstein.sui-inter.net.
hosting.zuerich.	3600	in	ns	ns2.einstein.sui-inter.net.
hosttech.zuerich.	3600	in	ns	ns1.hosttech.ch.
hosttech.zuerich.	3600	in	ns	ns2.hosttech.ch.
hosttech.zuerich.	3600	in	ns	ns3.hosttech.ch.
hotelfachschule.zuerich.	3600	in	ns	ns1223.ispapi.net.
hotelfachschule.zuerich.	3600	in	ns	ns2179.ispapi.net.
hotelfachschule.zuerich.	3600	in	ns	ns3183.ispapi.net.
hp4r82d9v42tlpp746t4uthfhcpocdar.zuerich.	900	in	nsec3	1 1 0 - HRPVNEKU5CHN6VG8E4TE7JU1GAKA1CKU NS DS RRSIG
hp4r82d9v42tlpp746t4uthfhcpocdar.zuerich.	900	in	rrsig	NSEC3 8 2 900 20240926133722 20240827120722 52075 zuerich. h7ONJ8UNTd53CQKUwuDilTfKAtGzBpBTrAYjjXZS8dsxfWJUHUl1RGCf4lMgsGdHcdopUStInNGOQIPqxAd0lsCcp4WBwW/JP1jf2a5Jjq0LkbJRnguy2u56tfSQOUypg4c6Qby8LTT5+YOi+R40SJiun9GgaMdIdRCwccKQ/gI=
hrpvneku5chn6vg8e4te7ju1gaka1cku.zuerich.	900	in	nsec3	1 1 0 - I1E4VMLCGE90DMR8R2354685RKIVI3MV NS DS RRSIG
hrpvneku5chn6vg8e4te7ju1gaka1cku.zuerich.	900	in	rrsig	NSEC3 8 2 900 20240926133722 20240827120722 52075 zuerich. tG0FR0w/pJQgj2dSm5Dajfa2VKeXUQUqbWhPmB6l6wbYI50RLEbTDe6kbsKOoqhVqAF42GgJfuKOgtK4TvugmJcHO7QI4ZCTiAsSTYOLmR7OijVjVC75iJp11VVzlrdRZCO8lPqA8ruRrA6YfqJpVszuFZUNf5uZsujv5aAGvsA=
huber.zuerich.	3600	in	ns	ns.hostpoint.ch.
huber.zuerich.	3600	in	ns	ns2.hostpoint.ch.
huber.zuerich.	3600	in	ns	ns3.hostpoint.ch.
hugentobler.zuerich.	3600	in	ns	ns.hostpoint.ch.
hugentobler.zuerich.	3600	in	ns	ns2.hostpoint.ch.
hugentobler.zuerich.	3600	in	ns	ns3.hostpoint.ch.
